cust_number,avg_payment_delay,std_payment_delay,min_delay,max_delay,avg_days_to_clear,avg_due_days,avg_invoice_amount,total_lifetime_value,transaction_count,company_name,late_payment_ratio
0100046614,42.5,14.849242404917497,32.0,53.0,76.5,34.0,56841.155,113682.31,2,PRO corp,1.0
0100046626,1.0,0.0,1.0,1.0,17.0,16.0,15165.0,15165.0,1,MAKOT in,1.0
0100046892,20.0,0.0,20.0,20.0,43.0,23.0,812.68,812.68,1,FRICK' us,1.0
0100047082,0.0,0.0,0.0,0.0,16.0,16.0,4080.7124999999996,4080.7124999999996,1,AR foundation,0.0
0100047204,13.0,1.4142135623730951,12.0,14.0,34.5,21.5,30054.375,60108.75,2,FRY foundation,1.0
0100047366,3.0,0.0,3.0,3.0,20.0,17.0,17688.72,17688.72,1,WILLI co,1.0
0100047379,0.0,0.0,0.0,0.0,16.0,16.0,12751.35,12751.35,1,ALLE associates,0.0
0100047382,-6.0,2.8284271247461903,-8.0,-4.0,11.0,17.0,17312.72,34625.44,2,PETER  co,0.0
0100047388,0.0,0.0,0.0,0.0,17.0,17.0,19348.76,19348.76,1,PEPPER ,0.0
0100047403,8.5,5.259911279353167,4.0,16.0,27.25,18.75,10621.98,42487.92,4,AMI llc,1.0
0100047417,7.0,0.0,7.0,7.0,25.0,18.0,12795.0,12795.0,1,POUCH corp,1.0
0100047471,0.0,0.0,0.0,0.0,10.0,10.0,8587.2,8587.2,1,ALL co,0.0
0100047527,0.4,0.8432740427115678,0.0,2.0,19.5,19.1,8906.663,89066.63,10,LIDL co,0.2
0100047674,-0.4,3.0258148581093915,-4.0,5.0,29.1,29.5,5156.338000000001,51563.380000000005,10,CALIFO corp,0.3
0100047799,60.0,0.0,60.0,60.0,92.0,32.0,30843.24,30843.24,1,WALM ,1.0
0100047815,-24.0,0.0,-24.0,-24.0,36.0,60.0,13131.0,13131.0,1,HIGHB corporation,0.0
0100048819,17.0,0.0,17.0,17.0,27.0,10.0,117.13,117.13,1,HOME ,1.0
0100048904,8.0,9.899494936611665,1.0,15.0,19.0,11.0,109660.20999999999,219320.41999999998,2,MILK S associates,1.0
0100049075,20.0,0.0,20.0,20.0,36.0,16.0,107862.94,107862.94,1,LIBERT corp,1.0
0100049079,2.857142857142857,5.1455019654248,-4.0,10.0,20.571428571428573,17.714285714285715,13364.300000000001,93550.1,7,ESSEX  systems,0.5714285714285714
0100049207,7.5,11.40175425099138,-1.0,33.0,45.25,37.75,11649.8575,93198.86,8,JET associates,0.625
0100049617,2.0,0.0,2.0,2.0,22.0,20.0,85299.7,85299.7,1,SUNRIS llc,1.0
0100049661,2.5,2.1213203435596424,1.0,4.0,2.5,0.0,17425.0,34850.0,2,PJ ESP ,1.0
0100049744,9.0,0.0,9.0,9.0,23.0,14.0,14208.6,14208.6,1,NUT ,1.0
0100049850,-12.4,22.423202269078338,-52.0,2.0,50.4,62.8,36479.835999999996,182399.18,5,ROADTOWN in,0.2
0100049859,-2.5,3.5355339059327378,-5.0,0.0,12.5,15.0,263.82,527.64,2,YAEGER corp,0.0
0100050034,26.0,0.0,26.0,26.0,42.0,16.0,9502.0,9502.0,1,PERKIN  llc,1.0
0100050364,0.7272727272727273,2.195035721390843,-2.0,5.0,19.181818181818183,18.454545454545453,8668.26090909091,95350.87000000001,11,SING us,0.45454545454545453
0100050377,4.0,0.0,4.0,4.0,16.0,12.0,5888.03,5888.03,1,GOLDEN trust,1.0
0100050402,10.0,0.0,10.0,10.0,21.0,11.0,24736.14,24736.14,1,FAVAZZ corporation,1.0
0100050556,7.0,0.0,7.0,7.0,26.0,19.0,8563.84,8563.84,1,Progres co,1.0
0100050567,4.0,3.9157800414902435,0.0,9.0,16.75,12.75,1489.876875,5959.5075,4,EXCEL PRI associates,0.75
0100050703,2.0,3.80058475033046,-2.0,9.0,19.5,17.5,18023.509,180235.09,10,CHENE ,0.6
0100050718,1.0,0.0,1.0,1.0,0.0,-1.0,7006.54,7006.54,1,RICH foundation,1.0
0100050962,7.0,7.0710678118654755,-3.0,16.0,37.4,30.4,6030.0,30150.0,5,HIGHLAN llc,0.8
0100051582,6.0,0.0,6.0,6.0,16.0,10.0,8883.2,8883.2,1,UPST corp,1.0
0100051641,-19.0,24.269322199023193,-34.0,9.0,31.666666666666668,50.666666666666664,11074.580000000002,33223.740000000005,3,VIT ,0.3333333333333333
0100051668,-8.0,0.0,-8.0,-8.0,82.0,90.0,2488.1,2488.1,1,TR corporation,0.0
0100051674,3.0,0.0,3.0,3.0,14.0,11.0,4753.1900000000005,9506.380000000001,2,FLAGS corporation,1.0
0100051976,1.3333333333333333,1.5275252316519468,0.0,3.0,2.6666666666666665,1.3333333333333333,230928.76333333334,692786.29,3,PIO associates,0.6666666666666666
0100052024,4.5,12.020815280171307,-4.0,13.0,19.5,15.0,30459.88,60919.76,2,CPG associates,0.5
0100052112,-4.0,0.0,-4.0,-4.0,7.0,11.0,27475.2,54950.4,2,RUCKER'S in,0.0
0100052167,0.0,0.0,0.0,0.0,4.0,4.0,22938.4,22938.4,1,FRESH  corp,0.0
0100052318,7.0,12.727922061357855,-2.0,16.0,37.0,30.0,2720.19,5440.38,2,PRATT' co,0.5
0100052692,32.0,0.0,32.0,32.0,39.0,7.0,4460.8,4460.8,1,ATLANT us,1.0
0100052782,-1.0,0.0,-1.0,-1.0,89.0,90.0,52416.0,52416.0,1,NES systems,0.0
0100052815,5.0,1.4142135623730951,4.0,6.0,15.5,10.5,89160.75,178321.5,2,KETTL associates,1.0
0100052927,-3.3333333333333335,9.073771725877465,-10.0,7.0,11.666666666666666,15.0,1084.04,3252.12,3,BARB associates,0.3333333333333333
0100052930,18.0,0.0,18.0,18.0,33.0,15.0,73633.62,73633.62,1,OLAM systems,1.0
0100053090,-15.0,0.0,-15.0,-15.0,1.0,16.0,2089.3,2089.3,1,KMART systems,0.0
0100053107,13.0,0.0,13.0,13.0,28.0,15.0,2629.2,2629.2,1,VANNE systems,1.0
0100053411,9.0,0.0,9.0,9.0,21.0,12.0,3606.2999999999997,3606.2999999999997,1,ELLIOT systems,1.0
0100053554,1.3333333333333333,0.5773502691896258,1.0,2.0,35.333333333333336,34.0,6820.2,20460.6,3,SYSTEMS systems,1.0
0100053562,44.0,0.0,44.0,44.0,78.0,34.0,40370.06,40370.06,1,DISTRI systems,1.0
0100053656,-4.0,0.0,-4.0,-4.0,15.0,19.0,67449.2,67449.2,1,REST llc,0.0
0100053714,14.5,14.849242404917497,4.0,25.0,32.5,18.0,5490.445,10980.89,2,CALC trust,1.0
0100053763,1.25,5.188127472091128,-2.0,9.0,33.25,32.0,38221.6425,152886.57,4,MASSY D foundation,0.25
0100053918,-8.0,0.0,-8.0,-8.0,13.0,21.0,2750.69,2750.69,1,A LA CAR corp,0.0
0100053926,0.16666666666666666,1.9407902170679516,-2.0,3.0,59.833333333333336,59.666666666666664,23050.703333333335,138304.22,6,CALD corporation,0.5
0100054178,24.5,2.1213203435596424,23.0,26.0,46.0,21.5,11557.465,23114.93,2,ROUNDY in,1.0
0100054194,-9.0,27.2213151776324,-40.0,11.0,47.666666666666664,56.666666666666664,33527.416666666664,100582.25,3,MONOGR corp,0.6666666666666666
0100054231,5.25,3.2015621187164243,3.0,10.0,14.5,9.25,26956.8,107827.2,4,SUPERI systems,1.0
0100054234,17.0,0.0,17.0,17.0,28.0,11.0,7693.875,7693.875,1,11078 us,1.0
0100054348,0.0,0.0,0.0,0.0,13.0,13.0,761.4000000000001,761.4000000000001,1,PSC N systems,0.0
0100054351,39.0,0.0,39.0,39.0,34.0,-5.0,4473.0,4473.0,1,UNF corp,1.0
0100054539,0.25,10.626225419530053,-15.0,8.0,15.25,15.0,74690.16750000001,298760.67000000004,4,DAKO foundation,0.75
0100054709,32.0,25.238858928247925,9.0,59.0,47.666666666666664,15.666666666666666,39382.47,118147.41,3,ASTR co,1.0
0100054867,-1.5,3.1622776601683795,-5.0,5.0,16.125,17.625,74325.405,594603.24,8,CTI A trust,0.125
0100054980,-24.5,3.563705936241092,-30.0,-20.0,18.833333333333332,43.333333333333336,50905.09333333333,305430.56,6,SARA LE ,0.0
0100054993,-3.0,0.0,-3.0,-3.0,7.0,10.0,28521.989999999998,28521.989999999998,1,CENTRAL  llc,0.0
0100055068,32.0,0.0,32.0,32.0,55.0,23.0,27972.04,27972.04,1,WALT co,1.0
0100055112,12.0,0.0,12.0,12.0,27.0,15.0,16188.92,16188.92,1,CFA llc,1.0
0100055160,-21.0,0.0,-21.0,-21.0,12.0,33.0,17776.5,17776.5,1,PREF systems,0.0
0100055394,1.0,0.0,1.0,1.0,1.0,0.0,10002.34,10002.34,1,F.I associates,1.0
0100055500,-4.5,9.192388155425117,-11.0,2.0,9.5,14.0,20409.255,40818.51,2,ATLAS W foundation,0.5
0100055548,-15.0,0.0,-15.0,-15.0,2.0,17.0,28911.96,28911.96,1,QUALIT corp,0.0
0100055606,9.0,0.0,9.0,9.0,40.0,31.0,17846.5,17846.5,1,ALVARE trust,1.0
0100056054,17.0,0.0,17.0,17.0,28.0,11.0,4032.0,4032.0,1,ACTIVE M co,1.0
0100056244,4.2,8.34865258589672,-1.0,19.0,65.0,60.8,57420.0,287100.0,5,DUKE SA in,0.6
0100056666,0.0,0.0,0.0,0.0,2.0,2.0,22689.58,22689.58,1,KGL FOO co,0.0
0100056693,26.0,0.0,26.0,26.0,41.0,15.0,35816.25,35816.25,1,SO llc,1.0
0100057168,0.0,0.0,0.0,0.0,15.5,15.5,77538.81999999999,155077.63999999998,2,CO ,0.0
0100057698,21.0,0.0,21.0,21.0,23.0,2.0,4990.74,4990.74,1,PACK corp,1.0
0100058011,-17.0,0.0,-17.0,-17.0,15.0,32.0,5955.46,5955.46,1,SPLASH foundation,0.0
0100058018,-12.0,0.0,-12.0,-12.0,20.0,32.0,4887.5,4887.5,1,SOUTH  trust,0.0
0100058031,-9.0,0.0,-9.0,-9.0,10.0,19.0,13870.11,13870.11,1,R&G  in,0.0
0100058035,-14.0,0.0,-14.0,-14.0,1.0,15.0,88394.08,88394.08,1,BEEF co,0.0
0100058041,4.5,9.192388155425117,-2.0,11.0,20.5,16.0,4241.43,8482.86,2,OREGON ,0.5
0100058044,-10.5,2.1213203435596424,-12.0,-9.0,4.5,15.0,18308.66,36617.32,2,INGRED foundation,0.0
0100058048,44.0,35.35533905932738,19.0,69.0,59.0,15.0,11282.380000000001,22564.760000000002,2,THERM systems,1.0
0100058056,-1.5,19.091883092036785,-15.0,12.0,13.5,15.0,83348.685,166697.37,2,SIMPLO ,0.5
0100058075,-12.0,0.0,-12.0,-12.0,3.0,15.0,40348.75,40348.75,1,K&S  trust,0.0
0100058365,-14.0,0.0,-14.0,-14.0,2.0,16.0,57329.31,57329.31,1,REND associates,0.0
0100058619,0.0,0.0,0.0,0.0,35.0,35.0,41373.26,41373.26,1,GREEN  us,0.0
0140049310,2.5,3.5355339059327378,0.0,5.0,18.5,16.0,7802.6,15605.2,2,H T  corp,0.5
0140101555,11.142857142857142,2.47847879612821,7.0,14.0,43.42857142857143,32.285714285714285,84983.48571428572,594884.4,7,ASSOCIA ,1.0
0140101577,4.0,0.0,4.0,4.0,38.0,34.0,7965.69,7965.69,1,PRIC corporation,1.0
0140101584,-2.6923076923076925,10.71124498976516,-37.0,6.0,45.0,47.69230769230769,6440.5653846153855,83727.35,13,DICK in,0.46153846153846156
0140101591,3.2,4.43846820423443,-3.0,7.0,34.2,31.0,24269.262,121346.31,5,TOUC llc,0.6
0140101595,-2.0,0.0,-2.0,-2.0,32.0,34.0,26760.2,26760.2,1,SOUTHE co,0.0
0140101682,12.166666666666666,3.8166302763912916,8.0,18.0,46.166666666666664,34.0,7563.365000000001,45380.19,6,SUPERVAL corp,1.0
0140101772,5.8,6.457553716385176,-2.0,16.0,39.4,33.6,4246.694,21233.47,5,CHIHAD co,0.8
0140101904,-7.166666666666667,14.246637030073682,-28.0,15.0,24.0,31.166666666666668,45716.426666666666,274298.56,6,SIGMA AL us,0.16666666666666666
0140102142,-5.5,3.5355339059327378,-8.0,-3.0,26.5,32.0,150105.54,300211.08,2,M K  corp,0.0
0140103278,1.6666666666666667,9.810322331219512,-28.0,10.0,64.83333333333333,63.166666666666664,9985.66,119827.92,12,COS associates,0.9166666666666666
0140103293,-9.25,12.093386622447824,-20.0,8.0,24.5,33.75,16829.2825,67317.13,4,SUPERV associates,0.25
0140103311,-0.7777777777777778,2.438123139721299,-5.0,3.0,32.77777777777778,33.55555555555556,26962.165555555555,242659.49,9,GLOBA llc,0.3333333333333333
0140103328,-3.0,0.0,-3.0,-3.0,31.0,34.0,1282.56,1282.56,1,AUTO in,0.0
0140103331,0.0,0.0,0.0,0.0,34.0,34.0,892.04,892.04,1,REY  corp,0.0
0140103335,-2.588235294117647,2.450990196058824,-6.0,0.0,31.41176470588235,34.0,6866.886470588236,116737.07,17,PARAM ,0.0
0140103385,-6.0,0.0,-6.0,-6.0,28.0,34.0,38179.67,38179.67,1,SUPER  trust,0.0
0140103392,-2.25,4.5,-6.0,3.0,30.75,33.0,7759.552500000001,31038.210000000003,4,SOLOM in,0.25
0140103400,-5.333333333333333,2.4221202832779936,-8.0,-1.0,28.666666666666668,34.0,2090.436666666667,12542.62,6,FOST corporation,0.0
0140103409,-4.55,3.605186322654161,-10.0,9.0,29.6,34.15,6648.4255,132968.51,20,BUTTE corp,0.05
0140103413,-13.0,0.0,-13.0,-13.0,21.0,34.0,11164.29,11164.29,1,SPANIS associates,0.0
0140103423,-1.0,13.200378782444085,-14.0,27.0,33.0,34.0,4842.636666666667,43583.73,9,COS ,0.4444444444444444
0140103435,0.5,0.7071067811865476,0.0,1.0,34.5,34.0,2976.7799999999997,5953.5599999999995,2,COST in,0.5
0140103461,9.5,7.7781745930520225,4.0,15.0,43.5,34.0,4550.735000000001,9101.470000000001,2,SOLOM co,1.0
0140103470,0.18181818181818182,10.303573960701033,-7.0,30.0,33.81818181818182,33.63636363636363,52619.20818181818,578811.29,11,D'ALB associates,0.36363636363636365
0140103480,-0.38461538461538464,4.118999131603919,-19.0,3.0,46.30769230769231,46.69230769230769,44490.28153846154,1156747.32,26,PRIC systems,0.5
0140103499,10.0,2.8284271247461903,8.0,12.0,59.0,49.0,4123.745,8247.49,2,CO foundation,1.0
0140103551,-2.6666666666666665,1.1547005383792515,-4.0,-2.0,31.333333333333332,34.0,2702.366666666667,8107.1,3,NORTH corporation,0.0
0140103592,-2.6363636363636362,4.272533844751315,-9.0,3.0,59.27272727272727,61.90909090909091,41041.76363636364,451459.4,11,COMERCI us,0.36363636363636365
0140103699,-2.3333333333333335,0.5773502691896257,-3.0,-2.0,31.0,33.333333333333336,29156.75,87470.25,3,L&E IN ,0.0
0140103713,0.4,8.946756084997759,-19.0,9.0,33.1,32.7,26680.828999999998,266808.29,10,PRIM corp,0.6
0140103773,7.0,0.0,7.0,7.0,71.0,64.0,2655.1,2655.1,1,ETAK I corp,1.0
0140103983,14.833333333333334,11.373946837693003,1.0,34.0,78.16666666666667,63.333333333333336,42803.76833333333,256822.61000000002,6,FACE us,1.0
0140104146,1.0,0.0,1.0,1.0,50.0,49.0,2632.57,2632.57,1,CSU  associates,1.0
0140104223,3.0,2.449489742783178,0.0,7.0,22.5,19.5,31815.215,190891.29,6,H Y LO corp,0.8333333333333334
0140104225,-0.08695652173913043,4.21545351168516,-8.0,8.0,13.217391304347826,13.304347826086957,59153.38010869565,2721055.485,46,SAVE-ON- co,0.5869565217391305
0140104229,0.5384615384615384,3.6467055733170373,-8.0,7.0,13.23076923076923,12.692307692307692,2501.6382692307693,65042.595,26,A & W F corporation,0.38461538461538464
0140104234,5.0,4.0,1.0,9.0,17.333333333333332,12.333333333333334,1966.8525,5900.5575,3,DEALER associates,1.0
0140104240,1.392156862745098,9.482781092849395,-8.0,40.0,18.176470588235293,16.784313725490197,71426.57264705883,3642755.205,51,FEDER llc,0.4117647058823529
0140104249,5.75,4.055175020198813,1.0,30.0,23.046875,17.296875,53905.485,3449951.04,64,SOB corporation,1.0
0140104258,-8.0,0.0,-8.0,-8.0,12.0,20.0,164.43,164.43,1,DAWN FOO foundation,0.0
0140104263,5.1,4.067486256208427,-3.0,11.0,23.1,18.0,6488.921249999999,64889.212499999994,10,BAKEMAR associates,0.9
0140104265,2.6666666666666665,3.214550253664318,-1.0,5.0,20.0,17.333333333333332,15778.475,47335.425,3,SHOPPE co,0.6666666666666666
0140104277,5.428571428571429,5.061526214398936,-1.0,13.0,22.285714285714285,16.857142857142858,10114.782857142856,70803.48,7,WALLA foundation,0.7142857142857143
0140104285,0.782608695652174,4.166495385148819,-5.0,14.0,19.0,18.217391304347824,31401.246195652173,722228.6625,23,BUY- corp,0.5217391304347826
0140104331,-7.6923076923076925,1.9741924671712983,-10.0,-2.0,9.307692307692308,17.0,14547.916153846154,189122.91,13,CORE-M corp,0.0
0140104340,3.2888888888888888,4.972383156714548,-5.0,39.0,14.622222222222222,11.333333333333334,19814.7165,1783324.4849999999,90,COLABOR  co,0.8
0140104392,8.166666666666666,7.284271141343248,1.0,24.0,19.916666666666668,11.75,9218.184375,110618.21250000001,12,FLANAG corporation,1.0
0140104409,1.3258145363408522,6.179404134134131,-17.0,62.0,14.987468671679197,13.661654135338345,80850.57118421052,32259377.9025,399,LOB ,0.5012531328320802
0140104423,0.4892086330935252,6.432894300339874,-10.0,56.0,12.280575539568344,11.79136690647482,81349.42753597122,11307570.4275,139,METRO  llc,0.3381294964028777
0140104429,4.247813411078718,7.6513836726067845,-10.0,79.0,17.361516034985424,13.113702623906706,22664.384540816325,7773883.8975,343,COSTCO ,0.7521865889212828
0140104432,6.75,5.737304826019502,2.0,15.0,18.25,11.5,6109.60125,24438.405,4,MAYR associates,1.0
0140104440,5.861607142857143,4.8273835031232775,-5.0,41.0,18.642857142857142,12.78125,93494.148515625,20942689.2675,224,SO associates,0.9866071428571429
0140104472,3.8636363636363638,2.436074893747986,-1.0,11.0,19.477272727272727,15.613636363636363,7742.878806818181,340686.6675,44,MARTIN co,0.9772727272727273
0140104475,8.4,3.5652645218989165,2.0,13.0,26.3,17.9,13890.733499999998,138907.335,10,FOC ,1.0
0140104503,-4.5,1.2909944487358056,-6.0,-3.0,11.0,15.5,2890.794375,11563.1775,4,AMALGA ,0.0
0140104508,16.0,0.0,16.0,16.0,27.0,11.0,9871.7775,19743.555,2,BULK  ,1.0
0140104530,-4.0,0.0,-4.0,-4.0,11.0,15.0,4468.3125,4468.3125,1,O H  associates,0.0
0140104550,16.0,20.89258241577618,4.0,53.0,27.8,11.8,59883.225,299416.125,5,CANADI ,1.0
0140104552,0.0,2.203892660077359,-3.0,3.0,15.733333333333333,15.733333333333333,32235.161,483527.415,15,THE NO ,0.4
0140104729,-1.0,0.0,-1.0,-1.0,11.0,12.0,2794.05,2794.05,1,ALIME corporation,0.0
0140104837,8.0,0.0,8.0,8.0,27.0,19.0,10971.45,10971.45,1,DAN- co,1.0
0140104878,-1.0,2.8284271247461903,-3.0,1.0,10.5,11.5,9578.98125,19157.9625,2,AVRO associates,0.5
0140104934,6.8,9.602083107326242,-2.0,23.0,18.6,11.8,43798.089,218990.445,5,REGI trust,0.8
0140104950,2.5,3.3166247903554003,-1.0,7.0,13.75,11.25,14385.669375,57542.6775,4,MULT corporation,0.75
0140104995,2.4,5.272570530585627,-3.0,9.0,15.2,12.8,10156.111499999999,50780.557499999995,5,MORTON trust,0.6
0140105000,5.7368421052631575,28.238748212071922,-4.0,122.0,17.36842105263158,11.631578947368421,18805.32355263158,357301.1475,19,ITWA corporation,0.3157894736842105
0140105039,-1.0,2.8284271247461903,-3.0,1.0,10.5,11.5,6822.375,13644.75,2,KARI ,0.5
0140105072,4.0,0.0,4.0,4.0,16.0,12.0,37673.745,37673.745,1,RAJ  us,1.0
0140105192,10.0,0.0,10.0,10.0,27.0,17.0,6133.5,6133.5,1,CHICKE systems,1.0
0140105357,0.3333333333333333,1.5275252316519465,-1.0,2.0,17.666666666666668,17.333333333333332,6925.875,20777.625,3,CINNAR corp,0.3333333333333333
0140105414,20.0,0.0,20.0,20.0,31.0,11.0,6435.224999999999,6435.224999999999,1,AIR C co,1.0
0140105480,3.5,2.1213203435596424,2.0,5.0,16.0,12.5,6201.375000000001,12402.750000000002,2,LES ALIM in,1.0
0140105508,1.5625,6.065956918189687,-7.0,19.0,13.5625,12.0,36523.59234375,584377.4775,16,DOLLARA associates,0.4375
0140105578,0.5,0.7071067811865476,0.0,1.0,20.0,19.5,88464.83249999999,176929.66499999998,2,GIZE in,0.5
0140105652,13.0,0.0,13.0,13.0,24.0,11.0,13822.125,13822.125,1,DOLLAR corp,1.0
0140105678,1.3333333333333333,2.503331114069145,-2.0,5.0,17.333333333333332,16.0,6885.143749999999,41310.862499999996,6,SAPUTO  llc,0.5
0140105686,6.218978102189781,13.06294444729895,-5.0,122.0,21.003649635036496,14.784671532846716,21706.218804744523,5947503.9525,274,SYSC systems,0.9781021897810219
0140105704,-4.0,0.0,-4.0,-4.0,10.0,14.0,9051.45,9051.45,1,CASSE llc,0.0
0140105713,0.75,2.4928469095164494,-3.0,4.0,13.5,12.75,19956.1640625,159649.3125,8,STEWAR corp,0.75
0140105785,5.640625,3.884716440796783,0.0,19.0,19.390625,13.75,29450.6255859375,1884840.0375,64,SHOPPE corporation,0.984375
0140105845,3.0,0.0,3.0,3.0,21.0,18.0,3248.625,3248.625,1,COPPE associates,1.0
0140105847,4.25625,10.07846379117061,-8.0,111.0,16.45,12.19375,23631.885984375,3781101.7575,160,GORDON F us,0.76875
0140105963,15.333333333333334,22.368132093076824,0.0,41.0,26.333333333333332,11.0,26454.162499999995,79362.48749999999,3,KEYBRA corporation,0.6666666666666666
0140105975,1.0,0.0,1.0,1.0,18.0,17.0,7927.200000000001,7927.200000000001,1,VERI llc,1.0
0140106054,45.857142857142854,44.6707531890407,-3.0,88.0,37.42857142857143,-8.428571428571429,21223.382142857143,148563.675,7,TREE  co,0.7142857142857143
0140106099,4.2,0.8366600265340756,3.0,5.0,16.2,12.0,11392.644,56963.22,5,SOCIETE  llc,1.0
0140106165,5.0,0.0,5.0,5.0,21.0,16.0,8749.349999999999,8749.349999999999,1,OCEA co,1.0
0140106181,63.02127659574468,23.080028476624804,-5.0,171.0,75.97872340425532,12.957446808510639,21305.8497606383,2002749.8775,94,THE  corp,0.9680851063829787
0140106184,0.75,0.9574271077563382,0.0,2.0,13.5,12.75,5649.440625,22597.7625,4,JAM ,0.5
0140106194,-5.0,0.0,-5.0,-5.0,6.0,11.0,17530.987500000003,17530.987500000003,1,ALIMEN trust,0.0
0140106200,-4.0,0.0,-4.0,-4.0,7.0,11.0,6263.212500000001,6263.212500000001,1,CIE CO foundation,0.0
0140106209,-3.6666666666666665,3.0550504633038935,-7.0,-1.0,16.333333333333332,20.0,10792.075,32376.225000000002,3,SNOW C corporation,0.0
0140106212,-0.8,0.8366600265340756,-2.0,0.0,18.0,18.8,13011.324,65056.62,5,YEN BROS corporation,0.0
0140106224,1.4,0.8944271909999159,0.0,2.0,13.0,11.6,24763.4655,123817.3275,5,MEILLE us,0.8
0140106227,121.0,0.0,121.0,121.0,136.0,15.0,62.625,62.625,1,LOUD associates,1.0
0140106231,3.2142857142857144,4.492362260695221,-4.0,13.0,20.071428571428573,16.857142857142858,23519.15517857143,329268.1725,14,PRATT trust,0.8571428571428571
0140106249,2.3636363636363638,2.335496832484569,0.0,8.0,14.272727272727273,11.909090909090908,2312.8568181818187,25441.425000000003,11,FINDLAY us,0.8181818181818182
0140106257,1.6666666666666667,3.5118845842842465,-2.0,5.0,14.0,12.333333333333334,5694.0125,17082.0375,3,KRON trust,0.6666666666666666
0140106263,10.0,7.0710678118654755,5.0,15.0,26.5,16.5,5761.275,11522.55,2,MON associates,1.0
0140106271,2.9166666666666665,2.3143164446679725,-2.0,6.0,14.333333333333334,11.416666666666666,46551.170625,558614.0475,12,LONGO  us,0.9166666666666666
0140106293,0.25806451612903225,2.9322089731745913,-5.0,8.0,18.35483870967742,18.096774193548388,8933.6175,276942.1425,31,ATLANT corp,0.25806451612903225
0140106302,6.75,2.0615528128088303,4.0,9.0,19.5,12.75,21798.819375,87195.2775,4,GR JEA us,1.0
0140106316,-1.4,0.5477225575051661,-2.0,-1.0,11.4,12.8,18028.941,90144.705,5,ALI llc,0.0
0140106343,3.6666666666666665,6.027713773341708,-2.0,10.0,15.666666666666666,12.0,7764.3725,23293.1175,3,RESTO corporation,0.6666666666666666
0140106347,-1.0,5.656854249492381,-5.0,3.0,17.0,18.0,6909.506249999999,13819.012499999999,2,F J W corp,0.5
0140106358,1.0,2.8284271247461903,-1.0,3.0,12.5,11.5,10079.887499999999,20159.774999999998,2,BRUN corp,0.5
0140106372,0.9166666666666666,4.726582244089795,-10.0,18.0,12.666666666666666,11.75,33548.866875,805172.805,24,G T  us,0.5416666666666666
0140106376,-0.6666666666666666,1.1547005383792517,-2.0,0.0,16.0,16.666666666666668,10564.7325,31694.197500000002,3,ISLAND trust,0.0
0140106379,4.5,3.0276503540974913,2.0,10.0,22.3,17.8,43543.733250000005,435437.3325,10,QUAL co,1.0
0140106408,9.549261083743842,6.9889709902128905,1.0,120.0,20.298029556650246,10.748768472906404,38471.23088054187,15619319.7375,406,WAL-M associates,1.0
0140106421,5.0,0.0,5.0,5.0,23.5,18.5,8995.03125,17990.0625,2,EBER ,1.0
0140106434,2.75,9.945685831890462,-5.0,17.0,19.0,16.25,13545.7125,54182.85,4,KITCH ,0.5
0140106473,-1.0,0.0,-1.0,-1.0,13.0,14.0,20385.795000000002,20385.795000000002,1,FAMI us,0.0
0140115440,51.0,0.0,51.0,51.0,62.0,11.0,65411.67,65411.67,1,ELCO  in,1.0
0140115721,-13.0,0.0,-13.0,-13.0,60.0,73.0,165890.05,165890.05,1,LONG  in,0.0
0140118166,10.333333333333334,4.041451884327381,6.0,14.0,40.333333333333336,30.0,467.08500000000004,1401.255,3,MITC associates,1.0
0140118168,1.5,2.9076701075853593,-4.0,5.0,32.5,31.0,18471.0,221652.0,12,RONALD in,0.5833333333333334
0140118172,-14.48,6.513575566972925,-24.0,3.0,16.4,30.88,82536.2007,2063405.0175,25,AGR corp,0.08
0140118175,-24.0,0.0,-24.0,-24.0,36.0,60.0,6868.32,6868.32,1,OUT foundation,0.0
0140120967,8.0,7.810249675906654,-1.0,13.0,19.666666666666668,11.666666666666666,34659.482500000006,103978.44750000001,3,VEG PR associates,0.6666666666666666
0140142466,10.0,8.48528137423857,4.0,16.0,22.0,12.0,8074.35,16148.7,2,CHUD corporation,1.0
0140142846,3.066666666666667,12.68975512204516,-53.0,34.0,65.8,62.733333333333334,15342.925,460287.75,30,MONDE associates,0.8666666666666667
0200002965,-4.766666666666667,4.082623677484127,-10.0,2.0,7.566666666666666,12.333333333333334,92471.95066666667,2774158.52,30,DECA associates,0.16666666666666666
0200014556,6.571428571428571,22.01647734596238,0.0,83.0,28.357142857142858,21.785714285714285,72483.24928571428,1014765.49,14,ALBER systems,0.42857142857142855
0200019542,4.0,0.0,4.0,4.0,16.0,12.0,24094.8,24094.8,1,ABC B corporation,1.0
0200020431,-4.915708812260537,3.9096259873595876,-10.0,4.0,7.923371647509579,12.839080459770114,6311.496551724138,1647300.6,261,DEC co,0.1417624521072797
0200024233,5.0,0.0,5.0,5.0,20.0,15.0,26127.36,26127.36,1,ROSK corporation,1.0
0200029010,1.625,6.504340982213589,0.0,37.0,30.5625,28.9375,82721.7115625,2647094.77,32,KROG llc,0.3125
0200032026,2.0,0.0,2.0,2.0,17.0,15.0,12543.05,12543.05,1,DOWNE us,1.0
0200032807,8.0,0.0,8.0,8.0,25.0,17.0,61414.02,61414.02,1,KARE llc,1.0
